case_id,file_id,section_path,segment_type,has_citation,n_candidates,chunk_1,idx_1,score_1,chunk_2,idx_2,score_2,chunk_3,idx_3,score_3,idx_gap_12,idx_gap_13,score_gap_12,score_gap_13
007_lecture_matayoshi_triple_bracket,4hdPYDUjlEw2,詳細内容/2,bullet,True,3,transcript:28,28,0.9193,transcript:35,35,0.883,transcript:39,39,0.8745,7,11,0.0363,0.0448
007_lecture_matayoshi_triple_bracket,4hdPYDUjlEw2,詳細内容/3,bullet,True,3,transcript:36,36,0.8969,transcript:34,34,0.8904,transcript:38,38,0.8772,2,2,0.0066,0.0198
007_lecture_matayoshi_triple_bracket,4hdPYDUjlEw2,詳細内容/4,bullet,True,3,transcript:38,38,0.9065,transcript:40,40,0.9035,transcript:36,36,0.8902,2,2,0.003,0.0163
007_lecture_matayoshi_triple_bracket,4hdPYDUjlEw2,詳細内容/5,bullet,True,3,transcript:40,40,0.9023,transcript:41,41,0.8906,transcript:30,30,0.8665,1,10,0.0118,0.0358
007_lecture_matayoshi_triple_bracket,4hdPYDUjlEw2,詳細内容/6,bullet,True,3,transcript:47,47,0.9229,transcript:50,50,0.8979,transcript:26,26,0.8944,3,21,0.025,0.0286
007_lecture_matayoshi_triple_bracket,4hdPYDUjlEw2,詳細内容/7,bullet,True,3,transcript:52,52,0.8905,transcript:51,51,0.8716,transcript:47,47,0.8615,1,5,0.019,0.029
007_lecture_matayoshi_triple_bracket,4hdPYDUjlEw2,詳細内容/8,bullet,True,3,transcript:55,55,0.9107,transcript:54,54,0.8876,transcript:60,60,0.8817,1,5,0.0231,0.029
007_lecture_matayoshi_triple_bracket,4hdPYDUjlEw2,詳細内容/9,bullet,True,3,transcript:63,63,0.9869,transcript:75,75,0.9098,transcript:64,64,0.8717,12,1,0.0772,0.1152
007_lecture_matayoshi_triple_bracket,4hdPYDUjlEw2,詳細内容/10,bullet,True,3,transcript:77,77,0.895,transcript:79,79,0.8916,transcript:76,76,0.8842,2,1,0.0034,0.0107
007_lecture_matayoshi_triple_bracket,4hdPYDUjlEw2,詳細内容/11,bullet,True,3,transcript:81,81,0.9149,transcript:80,80,0.8924,transcript:79,79,0.8542,1,2,0.0226,0.0607
007_lecture_matayoshi_triple_bracket,4hdPYDUjlEw2,重要ポイントまとめ/row/0,bullet,True,3,transcript:26,26,0.841,transcript:7,7,0.8262,transcript:76,76,0.8206,19,50,0.0148,0.0204
007_lecture_matayoshi_triple_bracket,4hdPYDUjlEw2,重要ポイントまとめ/row/1,bullet,True,3,transcript:54,54,0.8056,transcript:26,26,0.8288,transcript:47,47,0.8151,28,7,-0.0232,-0.0095
007_lecture_matayoshi_triple_bracket,4hdPYDUjlEw2,重要ポイントまとめ/row/2,bullet,True,3,transcript:80,80,0.8273,transcript:76,76,0.8512,transcript:26,26,0.818,4,54,-0.0239,0.0094
007_lecture_matayoshi_triple_bracket,4hdPYDUjlEw2,結論/0,paragraph,True,3,transcript:83,83,0.8795,transcript:82,82,0.856,transcript:7,7,0.8508,1,76,0.0236,0.0287
008_lecture_honda_claim_vs_example,LGVpwmWf-2vd,/0,paragraph,True,3,transcript:42,42,0.8785,transcript:21,21,0.8647,transcript:83,83,0.8594,21,41,0.0138,0.019
008_lecture_honda_claim_vs_example,LGVpwmWf-2vd,/1,paragraph,True,3,transcript:5,5,0.8692,transcript:49,49,0.8437,transcript:42,42,0.8636,44,37,0.0256,0.0057
008_lecture_honda_claim_vs_example,LGVpwmWf-2vd,導入：スピーチの心構えと現状認識/0,paragraph,True,3,transcript:0,0,0.7963,transcript:2,2,0.7802,transcript:1,1,0.7705,2,1,0.0161,0.0258
008_lecture_honda_claim_vs_example,LGVpwmWf-2vd,詳細内容：人生を切り開くための二つの指針/0,paragraph,True,3,transcript:20,20,0.8467,transcript:36,36,0.8361,transcript:53,53,0.8281,16,33,0.0106,0.0186
008_lecture_honda_claim_vs_example,LGVpwmWf-2vd,詳細内容：人生を切り開くための二つの指針/1,bullet,True,3,transcript:28,28,0.8879,transcript:21,21,0.8875,transcript:22,22,0.8811,7,6,0.0004,0.0068
008_lecture_honda_claim_vs_example,LGVpwmWf-2vd,詳細内容：人生を切り開くための二つの指針/2,bullet,True,3,transcript:36,36,0.9135,transcript:35,35,0.895,transcript:34,34,0.8766,1,2,0.0185,0.0368
008_lecture_honda_claim_vs_example,LGVpwmWf-2vd,詳細内容：人生を切り開くための二つの指針/3,bullet,True,3,transcript:37,37,0.887,transcript:19,19,0.8743,transcript:39,39,0.8591,18,2,0.0127,0.0279
008_lecture_honda_claim_vs_example,LGVpwmWf-2vd,詳細内容：人生を切り開くための二つの指針/4,bullet,True,3,transcript:42,42,0.8899,transcript:40,40,0.8841,transcript:51,51,0.8814,2,9,0.0057,0.0084
008_lecture_honda_claim_vs_example,LGVpwmWf-2vd,詳細内容：人生を切り開くための二つの指針/5,bullet,True,3,transcript:53,53,0.9355,transcript:42,42,0.9194,transcript:52,52,0.8907,11,1,0.0161,0.0448
008_lecture_honda_claim_vs_example,LGVpwmWf-2vd,詳細内容：人生を切り開くための二つの指針/6,bullet,True,3,transcript:46,46,0.9387,transcript:45,45,0.9132,transcript:38,38,0.8865,1,8,0.0255,0.0522
008_lecture_honda_claim_vs_example,LGVpwmWf-2vd,詳細内容：人生を切り開くための二つの指針/7,bullet,True,3,transcript:65,65,0.8997,transcript:42,42,0.8954,transcript:44,44,0.8942,23,21,0.0044,0.0055
008_lecture_honda_claim_vs_example,LGVpwmWf-2vd,詳細内容：人生を切り開くための二つの指針/8,bullet,True,3,transcript:77,77,0.9028,transcript:65,65,0.8881,transcript:70,70,0.8819,12,7,0.0147,0.0209
008_lecture_honda_claim_vs_example,LGVpwmWf-2vd,詳細内容：人生を切り開くための二つの指針/9,bullet,True,3,transcript:69,69,0.9028,transcript:74,74,0.8945,transcript:71,71,0.8928,5,2,0.0083,0.01
008_lecture_honda_claim_vs_example,LGVpwmWf-2vd,重要ポイントまとめ/row/0,bullet,True,3,transcript:21,21,0.8456,transcript:34,34,0.8313,transcript:22,22,0.8137,13,1,0.0143,0.0319
008_lecture_honda_claim_vs_example,LGVpwmWf-2vd,重要ポイントまとめ/row/1,bullet,True,3,transcript:42,42,0.8322,transcript:69,69,0.8307,transcript:39,39,0.8267,27,3,0.0015,0.0055
008_lecture_honda_claim_vs_example,LGVpwmWf-2vd,重要ポイントまとめ/row/2,bullet,True,3,transcript:69,69,0.8422,transcript:21,21,0.8143,transcript:74,74,0.8141,48,5,0.0279,0.0281
008_lecture_honda_claim_vs_example,LGVpwmWf-2vd,結論/0,paragraph,True,3,transcript:69,69,0.8647,transcript:21,21,0.8619,transcript:42,42,0.8483,48,27,0.0028,0.0164
009_lecture_jobs_crosslang,7yaTstDyaD--,/0,paragraph,True,3,transcript:58,58,0.8677,transcript:25,25,0.8485,transcript:29,29,0.8394,33,29,0.0192,0.0284
009_lecture_jobs_crosslang,7yaTstDyaD--,/1,paragraph,True,3,transcript:22,22,0.849,transcript:25,25,0.845,transcript:0,0,0.8353,3,22,0.004,0.0137
009_lecture_jobs_crosslang,7yaTstDyaD--,導入/0,paragraph,True,3,transcript:0,0,0.871,transcript:2,2,0.8268,transcript:1,1,0.8065,2,1,0.0442,0.0645
009_lecture_jobs_crosslang,7yaTstDyaD--,詳細内容/0,paragraph,True,3,transcript:17,17,0.8469,transcript:19,19,0.831,transcript:20,20,0.8273,2,3,0.0159,0.0196
009_lecture_jobs_crosslang,7yaTstDyaD--,詳細内容/1,bullet,True,3,transcript:7,7,0.8776,transcript:1,1,0.8738,transcript:19,19,0.8726,6,12,0.0037,0.005
009_lecture_jobs_crosslang,7yaTstDyaD--,詳細内容/2,bullet,True,3,transcript:4,4,0.8736,transcript:6,6,0.8721,transcript:3,3,0.8696,2,1,0.0015,0.004
009_lecture_jobs_crosslang,7yaTstDyaD--,詳細内容/3,bullet,True,3,transcript:6,6,0.8914,transcript:3,3,0.8567,transcript:4,4,0.8543,3,2,0.0346,0.0371
009_lecture_jobs_crosslang,7yaTstDyaD--,詳細内容/4,bullet,True,3,transcript:7,7,0.8916,transcript:9,9,0.882,transcript:18,18,0.8775,2,11,0.0096,0.0141
009_lecture_jobs_crosslang,7yaTstDyaD--,詳細内容/5,bullet,True,3,transcript:8,8,0.8838,transcript:7,7,0.88,transcript:2,2,0.8773,1,6,0.0038,0.0066
009_lecture_jobs_crosslang,7yaTstDyaD--,詳細内容/6,bullet,True,3,transcript:14,14,0.8653,transcript:7,7,0.8571,transcript:1,1,0.8555,7,13,0.0082,0.0098
009_lecture_jobs_crosslang,7yaTstDyaD--,詳細内容/7,bullet,True,3,transcript:8,8,0.873,transcript:9,9,0.8726,transcript:7,7,0.8714,1,1,0.0003,0.0016
009_lecture_jobs_crosslang,7yaTstDyaD--,詳細内容/8,bullet,True,3,transcript:15,15,0.8822,transcript:14,14,0.8785,transcript:19,19,0.8717,1,4,0.0038,0.0105
009_lecture_jobs_crosslang,7yaTstDyaD--,詳細内容/9,bullet,True,3,transcript:14,14,0.8339,transcript:12,12,0.8334,transcript:2,2,0.8304,2,12,0.0005,0.0035
009_lecture_jobs_crosslang,7yaTstDyaD--,詳細内容/10,bullet,True,3,transcript:17,17,0.9189,transcript:18,18,0.8927,transcript:15,15,0.8915,1,2,0.0262,0.0274
009_lecture_jobs_crosslang,7yaTstDyaD--,詳細内容/11,bullet,True,3,transcript:20,20,0.8792,transcript:21,21,0.8604,transcript:10,10,0.8363,1,10,0.0188,0.0429
009_lecture_jobs_crosslang,7yaTstDyaD--,詳細内容/12,paragraph,True,3,transcript:34,34,0.8523,transcript:22,22,0.8461,transcript:37,37,0.8336,12,3,0.0062,0.0187
009_lecture_jobs_crosslang,7yaTstDyaD--,詳細内容/13,bullet,True,3,transcript:29,29,0.9055,transcript:25,25,0.9015,transcript:33,33,0.8758,4,4,0.004,0.0296
009_lecture_jobs_crosslang,7yaTstDyaD--,詳細内容/14,bullet,True,3,transcript:23,23,0.9388,transcript:25,25,0.8984,transcript:32,32,0.8651,2,9,0.0405,0.0737
009_lecture_jobs_crosslang,7yaTstDyaD--,詳細内容/15,bullet,True,3,transcript:26,26,0.8708,transcript:29,29,0.8658,transcript:33,33,0.8655,3,7,0.005,0.0052
009_lecture_jobs_crosslang,7yaTstDyaD--,詳細内容/16,bullet,True,3,transcript:26,26,0.8652,transcript:33,33,0.86,transcript:37,37,0.8449,7,11,0.0052,0.0203
009_lecture_jobs_crosslang,7yaTstDyaD--,詳細内容/17,bullet,True,3,transcript:20,20,0.8586,transcript:22,22,0.8526,transcript:32,32,0.8504,2,12,0.006,0.0081
009_lecture_jobs_crosslang,7yaTstDyaD--,詳細内容/18,bullet,True,3,transcript:34,34,0.8709,transcript:28,28,0.8458,transcript:30,30,0.8437,6,4,0.0252,0.0272
009_lecture_jobs_crosslang,7yaTstDyaD--,詳細内容/19,bullet,True,3,transcript:30,30,0.9155,transcript:25,25,0.8703,transcript:29,29,0.864,5,1,0.0452,0.0515
009_lecture_jobs_crosslang,7yaTstDyaD--,詳細内容/20,bullet,True,3,transcript:32,32,0.9116,transcript:29,29,0.9097,transcript:25,25,0.8929,3,7,0.0019,0.0187
009_lecture_jobs_crosslang,7yaTstDyaD--,詳細内容/21,bullet,True,3,transcript:33,33,0.8756,transcript:24,24,0.8411,transcript:37,37,0.833,9,4,0.0345,0.0426
009_lecture_jobs_crosslang,7yaTstDyaD--,詳細内容/22,bullet,True,3,transcript:22,22,0.8426,transcript:37,37,0.842,transcript:32,32,0.8259,15,10,0.0006,0.0167
009_lecture_jobs_crosslang,7yaTstDyaD--,詳細内容/23,bullet,True,3,transcript:35,35,0.8853,transcript:21,21,0.8735,transcript:22,22,0.8706,14,13,0.0118,0.0147
009_lecture_jobs_crosslang,7yaTstDyaD--,詳細内容/24,paragraph,True,3,transcript:50,50,0.8581,transcript:41,41,0.8544,transcript:49,49,0.842,9,1,0.0037,0.0161
009_lecture_jobs_crosslang,7yaTstDyaD--,詳細内容/25,bullet,True,3,transcript:41,41,0.8746,transcript:37,37,0.861,transcript:50,50,0.8527,4,9,0.0136,0.0219
009_lecture_jobs_crosslang,7yaTstDyaD--,詳細内容/26,bullet,True,3,transcript:38,38,0.8944,transcript:50,50,0.8671,transcript:39,39,0.861,12,1,0.0273,0.0334
009_lecture_jobs_crosslang,7yaTstDyaD--,詳細内容/27,bullet,True,3,transcript:41,41,0.8826,transcript:40,40,0.8715,transcript:49,49,0.8657,1,8,0.0111,0.0169
009_lecture_jobs_crosslang,7yaTstDyaD--,詳細内容/28,bullet,True,3,transcript:46,46,0.8516,transcript:42,42,0.8457,transcript:56,56,0.8407,4,10,0.0059,0.0109
009_lecture_jobs_crosslang,7yaTstDyaD--,詳細内容/29,bullet,True,3,transcript:43,43,0.8786,transcript:42,42,0.8562,transcript:47,47,0.8502,1,4,0.0224,0.0284
009_lecture_jobs_crosslang,7yaTstDyaD--,詳細内容/30,bullet,True,3,transcript:47,47,0.9023,transcript:42,42,0.8931,transcript:43,43,0.8893,5,4,0.0092,0.013
009_lecture_jobs_crosslang,7yaTstDyaD--,詳細内容/31,bullet,True,3,transcript:50,50,0.8781,transcript:49,49,0.8639,transcript:41,41,0.8478,1,9,0.0142,0.0303
009_lecture_jobs_crosslang,7yaTstDyaD--,詳細内容/32,bullet,True,3,transcript:49,49,0.8634,transcript:50,50,0.8616,transcript:40,40,0.8527,1,9,0.0018,0.0107
009_lecture_jobs_crosslang,7yaTstDyaD--,詳細内容/33,bullet,True,3,transcript:53,53,0.9006,transcript:52,52,0.8809,transcript:41,41,0.8489,1,12,0.0196,0.0517
009_lecture_jobs_crosslang,7yaTstDyaD--,重要ポイントまとめ/row/0,bullet,True,3,transcript:49,49,0.8242,transcript:0,0,0.8217,transcript:22,22,0.8146,49,27,0.0025,0.0096
009_lecture_jobs_crosslang,7yaTstDyaD--,重要ポイントまとめ/row/1,bullet,True,3,transcript:32,32,0.8248,transcript:30,30,0.8218,transcript:25,25,0.8269,2,7,0.003,-0.002
009_lecture_jobs_crosslang,7yaTstDyaD--,重要ポイントまとめ/row/2,bullet,True,3,transcript:41,41,0.8197,transcript:40,40,0.814,transcript:50,50,0.8099,1,9,0.0057,0.0098
009_lecture_jobs_crosslang,7yaTstDyaD--,結論/0,paragraph,True,3,transcript:58,58,0.8734,transcript:59,59,0.8444,transcript:57,57,0.8553,1,1,0.029,0.0181
010_press_weather_agency_numeric,JNgHRLLuc5uN,/0,paragraph,True,3,transcript:0,0,0.941,transcript:3,3,0.9031,transcript:4,4,0.8877,3,4,0.0379,0.0533
010_press_weather_agency_numeric,JNgHRLLuc5uN,/1,paragraph,True,3,transcript:0,0,0.925,transcript:22,22,0.9248,transcript:3,3,0.884,22,3,0.0002,0.041
010_press_weather_agency_numeric,JNgHRLLuc5uN,1. 地震の概要と発生状況/0,bullet,True,3,transcript:4,4,0.9199,transcript:3,3,0.9123,transcript:32,32,0.8764,1,28,0.0076,0.0435
010_press_weather_agency_numeric,JNgHRLLuc5uN,1. 地震の概要と発生状況/1,bullet,True,3,transcript:4,4,0.9213,transcript:30,30,0.8805,transcript:10,10,0.8673,26,6,0.0408,0.054
010_press_weather_agency_numeric,JNgHRLLuc5uN,1. 地震の概要と発生状況/2,bullet,True,3,transcript:5,5,0.915,transcript:22,22,0.9113,transcript:7,7,0.8968,17,2,0.0037,0.0183
010_press_weather_agency_numeric,JNgHRLLuc5uN,1. 地震の概要と発生状況/3,bullet,True,3,transcript:6,6,0.9577,transcript:47,47,0.9162,transcript:24,24,0.9122,41,18,0.0415,0.0455
010_press_weather_agency_numeric,JNgHRLLuc5uN,1. 地震の概要と発生状況/4,bullet,True,3,transcript:7,7,0.9337,transcript:2,2,0.8858,transcript:1,1,0.9141,5,6,0.0479,0.0196
010_press_weather_agency_numeric,JNgHRLLuc5uN,1. 地震の概要と発生状況/5,bullet,True,3,transcript:7,7,0.9163,transcript:1,1,0.9042,transcript:10,10,0.8941,6,3,0.0122,0.0222
010_press_weather_agency_numeric,JNgHRLLuc5uN,1. 地震の概要と発生状況/6,bullet,True,3,transcript:71,71,0.9223,transcript:7,7,0.919,transcript:8,8,0.9124,64,63,0.0033,0.0099
010_press_weather_agency_numeric,JNgHRLLuc5uN,1. 地震の概要と発生状況/7,bullet,True,3,transcript:10,10,0.8916,transcript:36,36,0.8812,transcript:2,2,0.8763,26,8,0.0104,0.0153
010_press_weather_agency_numeric,JNgHRLLuc5uN,1. 地震の概要と発生状況/8,bullet,True,3,transcript:17,17,0.9393,transcript:18,18,0.9132,transcript:7,7,0.8947,1,10,0.0261,0.0447
010_press_weather_agency_numeric,JNgHRLLuc5uN,1. 地震の概要と発生状況/9,bullet,True,3,transcript:5,5,0.9109,transcript:21,21,0.902,transcript:7,7,0.9012,16,2,0.0089,0.0097
010_press_weather_agency_numeric,JNgHRLLuc5uN,2. 防災上の留意事項と今後の見通し/0,bullet,True,3,transcript:2,2,0.8793,transcript:1,1,0.8755,transcript:0,0,0.8371,1,2,0.0038,0.0422
010_press_weather_agency_numeric,JNgHRLLuc5uN,2. 防災上の留意事項と今後の見通し/1,bullet,True,3,transcript:1,1,0.8742,transcript:2,2,0.846,transcript:0,0,0.8424,1,1,0.0282,0.0318
010_press_weather_agency_numeric,JNgHRLLuc5uN,2. 防災上の留意事項と今後の見通し/2,bullet,True,3,transcript:2,2,0.9,transcript:1,1,0.8769,transcript:3,3,0.8728,1,1,0.023,0.0272
010_press_weather_agency_numeric,JNgHRLLuc5uN,2. 防災上の留意事項と今後の見通し/3,bullet,True,3,transcript:2,2,0.9038,transcript:1,1,0.8836,transcript:3,3,0.8804,1,1,0.0202,0.0234
010_press_weather_agency_numeric,JNgHRLLuc5uN,2. 防災上の留意事項と今後の見通し/4,bullet,True,3,transcript:16,16,0.9301,transcript:26,26,0.9277,transcript:15,15,0.914,10,1,0.0024,0.0161
010_press_weather_agency_numeric,JNgHRLLuc5uN,2. 防災上の留意事項と今後の見通し/5,bullet,True,3,transcript:31,31,0.9146,transcript:74,74,0.9037,transcript:61,61,0.8952,43,30,0.0108,0.0194
010_press_weather_agency_numeric,JNgHRLLuc5uN,2. 防災上の留意事項と今後の見通し/6,bullet,True,3,transcript:40,40,0.9892,transcript:74,74,0.9435,transcript:13,13,0.9147,34,27,0.0457,0.0745
010_press_weather_agency_numeric,JNgHRLLuc5uN,2. 防災上の留意事項と今後の見通し/7,bullet,True,3,transcript:37,37,0.9514,transcript:13,13,0.9069,transcript:2,2,0.8989,24,35,0.0444,0.0525
010_press_weather_agency_numeric,JNgHRLLuc5uN,3. 質疑応答における主な論点/0,paragraph,True,3,transcript:53,53,0.9031,transcript:57,57,0.8985,transcript:67,67,0.8974,4,14,0.0045,0.0057
010_press_weather_agency_numeric,JNgHRLLuc5uN,3. 質疑応答における主な論点/1,bullet,True,3,transcript:48,48,0.9104,transcript:47,47,0.9061,transcript:66,66,0.9048,1,18,0.0043,0.0056
010_press_weather_agency_numeric,JNgHRLLuc5uN,3. 質疑応答における主な論点/2,bullet,True,3,transcript:47,47,0.9186,transcript:48,48,0.917,transcript:68,68,0.9051,1,21,0.0016,0.0135
010_press_weather_agency_numeric,JNgHRLLuc5uN,3. 質疑応答における主な論点/3,bullet,True,3,transcript:53,53,0.9063,transcript:48,48,0.9062,transcript:47,47,0.9061,5,6,0.0001,0.0001
010_press_weather_agency_numeric,JNgHRLLuc5uN,3. 質疑応答における主な論点/4,bullet,True,3,transcript:50,50,0.8697,transcript:67,67,0.8679,transcript:48,48,0.8607,17,2,0.0018,0.009
010_press_weather_agency_numeric,JNgHRLLuc5uN,3. 質疑応答における主な論点/5,bullet,True,3,transcript:51,51,0.9111,transcript:67,67,0.8706,transcript:66,66,0.8553,16,15,0.0405,0.0558
010_press_weather_agency_numeric,JNgHRLLuc5uN,3. 質疑応答における主な論点/6,bullet,True,3,transcript:65,65,0.8837,transcript:67,67,0.8735,transcript:53,53,0.8688,2,12,0.0102,0.0149
010_press_weather_agency_numeric,JNgHRLLuc5uN,3. 質疑応答における主な論点/7,bullet,True,3,transcript:56,56,0.9153,transcript:53,53,0.8822,transcript:70,70,0.8726,3,14,0.0331,0.0427
010_press_weather_agency_numeric,JNgHRLLuc5uN,3. 質疑応答における主な論点/8,bullet,True,3,transcript:53,53,0.9059,transcript:56,56,0.8984,transcript:70,70,0.8951,3,17,0.0075,0.0108
010_press_weather_agency_numeric,JNgHRLLuc5uN,4. 結論/0,paragraph,True,3,transcript:12,12,0.9066,transcript:11,11,0.8985,transcript:14,14,0.8871,1,2,0.0081,0.0195
011_press_onoda_nested_bracket,BGvpgKtSfILh,/0,paragraph,True,3,transcript:76,76,0.8894,transcript:9,9,0.8808,transcript:50,50,0.871,67,26,0.0086,0.0184
011_press_onoda_nested_bracket,BGvpgKtSfILh,/1,paragraph,True,3,transcript:5,5,0.8764,transcript:0,0,0.8775,transcript:47,47,0.8533,5,42,-0.0011,0.0231
011_press_onoda_nested_bracket,BGvpgKtSfILh,1. 人工知能戦略に関する報告（人工知能戦略担当大臣）/0,bullet,True,3,transcript:4,4,0.8978,transcript:1,1,0.8753,transcript:3,3,0.8457,3,1,0.0225,0.0521
011_press_onoda_nested_bracket,BGvpgKtSfILh,1. 人工知能戦略に関する報告（人工知能戦略担当大臣）/1,bullet,True,3,transcript:1,1,0.9668,transcript:2,2,0.9099,transcript:3,3,0.8848,1,2,0.0569,0.0819
011_press_onoda_nested_bracket,BGvpgKtSfILh,1. 人工知能戦略に関する報告（人工知能戦略担当大臣）/2,bullet,True,3,transcript:3,3,0.9015,transcript:2,2,0.879,transcript:4,4,0.8734,1,1,0.0225,0.0282
011_press_onoda_nested_bracket,BGvpgKtSfILh,1. 人工知能戦略に関する報告（人工知能戦略担当大臣）/3,bullet,True,3,transcript:4,4,0.9306,transcript:3,3,0.8893,transcript:1,1,0.8842,1,3,0.0413,0.0464
011_press_onoda_nested_bracket,BGvpgKtSfILh,2. 科学技術・経済安全保障に関する報告（科学技術政策担当大臣および経済安全保障担当大臣）/0,bullet,True,3,transcript:5,5,0.8934,transcript:6,6,0.8702,transcript:7,7,0.823,1,2,0.0232,0.0704
011_press_onoda_nested_bracket,BGvpgKtSfILh,2. 科学技術・経済安全保障に関する報告（科学技術政策担当大臣および経済安全保障担当大臣）/1,bullet,True,3,transcript:5,5,0.9591,transcript:6,6,0.895,transcript:7,7,0.8871,1,2,0.0642,0.072
011_press_onoda_nested_bracket,BGvpgKtSfILh,2. 科学技術・経済安全保障に関する報告（科学技術政策担当大臣および経済安全保障担当大臣）/2,bullet,True,3,transcript:6,6,0.9636,transcript:5,5,0.8868,transcript:7,7,0.8846,1,1,0.0767,0.079
011_press_onoda_nested_bracket,BGvpgKtSfILh,2. 科学技術・経済安全保障に関する報告（科学技術政策担当大臣および経済安全保障担当大臣）/3,bullet,True,3,transcript:8,8,0.8727,transcript:7,7,0.8431,transcript:5,5,0.8329,1,3,0.0296,0.0398
011_press_onoda_nested_bracket,BGvpgKtSfILh,2. 科学技術・経済安全保障に関する報告（科学技術政策担当大臣および経済安全保障担当大臣）/4,bullet,True,3,transcript:7,7,0.925,transcript:5,5,0.893,transcript:8,8,0.8701,2,1,0.032,0.0549
011_press_onoda_nested_bracket,BGvpgKtSfILh,2. 科学技術・経済安全保障に関する報告（科学技術政策担当大臣および経済安全保障担当大臣）/5,bullet,True,3,transcript:4,4,0.8515,transcript:3,3,0.8498,transcript:9,9,0.8443,1,5,0.0016,0.0072
011_press_onoda_nested_bracket,BGvpgKtSfILh,2. 科学技術・経済安全保障に関する報告（科学技術政策担当大臣および経済安全保障担当大臣）/6,bullet,True,3,transcript:9,9,0.9265,transcript:5,5,0.8879,transcript:8,8,0.8659,4,1,0.0386,0.0606
011_press_onoda_nested_bracket,BGvpgKtSfILh,3. 健康・医療に関する質疑応答（東北大学関連）/0,bullet,True,3,transcript:14,14,0.8717,transcript:10,10,0.8646,transcript:11,11,0.8588,4,3,0.0071,0.0129
011_press_onoda_nested_bracket,BGvpgKtSfILh,3. 健康・医療に関する質疑応答（東北大学関連）/1,bullet,True,3,transcript:12,12,0.9111,transcript:11,11,0.9014,transcript:13,13,0.9007,1,1,0.0097,0.0105
011_press_onoda_nested_bracket,BGvpgKtSfILh,3. 健康・医療に関する質疑応答（東北大学関連）/2,bullet,True,3,transcript:9,9,0.8641,transcript:16,16,0.8379,transcript:8,8,0.8246,7,1,0.0261,0.0394
011_press_onoda_nested_bracket,BGvpgKtSfILh,3. 健康・医療に関する質疑応答（東北大学関連）/3,bullet,True,3,transcript:13,13,0.9793,transcript:16,16,0.9445,transcript:12,12,0.9119,3,1,0.0348,0.0674
011_press_onoda_nested_bracket,BGvpgKtSfILh,3. 健康・医療に関する質疑応答（東北大学関連）/4,bullet,True,3,transcript:14,14,0.9113,transcript:11,11,0.8534,transcript:13,13,0.853,3,1,0.0579,0.0583
011_press_onoda_nested_bracket,BGvpgKtSfILh,3. 健康・医療に関する質疑応答（東北大学関連）/5,bullet,True,3,transcript:16,16,0.9696,transcript:13,13,0.9608,transcript:9,9,0.8784,3,7,0.0088,0.0913
011_press_onoda_nested_bracket,BGvpgKtSfILh,4. 宇宙開発・国際協力に関する質疑応答（経済安全保障担当大臣）/0,bullet,True,3,transcript:18,18,0.8724,transcript:17,17,0.8613,transcript:22,22,0.8394,1,4,0.0111,0.033
011_press_onoda_nested_bracket,BGvpgKtSfILh,4. 宇宙開発・国際協力に関する質疑応答（経済安全保障担当大臣）/1,bullet,True,3,transcript:22,22,0.9356,transcript:21,21,0.9099,transcript:18,18,0.8903,1,4,0.0257,0.0452
011_press_onoda_nested_bracket,BGvpgKtSfILh,4. 宇宙開発・国際協力に関する質疑応答（経済安全保障担当大臣）/2,bullet,True,3,transcript:23,23,0.887,transcript:24,24,0.8709,transcript:27,27,0.8507,1,4,0.0161,0.0363
011_press_onoda_nested_bracket,BGvpgKtSfILh,4. 宇宙開発・国際協力に関する質疑応答（経済安全保障担当大臣）/3,bullet,True,3,transcript:28,28,0.8665,transcript:25,25,0.8611,transcript:23,23,0.8607,3,5,0.0054,0.0058
011_press_onoda_nested_bracket,BGvpgKtSfILh,4. 宇宙開発・国際協力に関する質疑応答（経済安全保障担当大臣）/4,bullet,True,3,transcript:25,25,0.9169,transcript:26,26,0.9006,transcript:24,24,0.8938,1,1,0.0163,0.0231
011_press_onoda_nested_bracket,BGvpgKtSfILh,4. 宇宙開発・国際協力に関する質疑応答（経済安全保障担当大臣）/5,bullet,True,3,transcript:28,28,0.8727,transcript:26,26,0.8597,transcript:24,24,0.8574,2,4,0.013,0.0153
011_press_onoda_nested_bracket,BGvpgKtSfILh,4. 宇宙開発・国際協力に関する質疑応答（経済安全保障担当大臣）/6,bullet,True,3,transcript:23,23,0.9148,transcript:24,24,0.9056,transcript:17,17,0.9014,1,6,0.0092,0.0134
011_press_onoda_nested_bracket,BGvpgKtSfILh,4. 宇宙開発・国際協力に関する質疑応答（経済安全保障担当大臣）/7,bullet,True,3,transcript:28,28,0.9241,transcript:26,26,0.9073,transcript:24,24,0.9056,2,4,0.0168,0.0185
011_press_onoda_nested_bracket,BGvpgKtSfILh,4. 宇宙開発・国際協力に関する質疑応答（経済安全保障担当大臣）/8,bullet,True,3,transcript:20,20,0.9146,transcript:29,29,0.9087,transcript:28,28,0.8921,9,8,0.0059,0.0225
011_press_onoda_nested_bracket,BGvpgKtSfILh,5. 海賊版対策に関する質疑応答（文化庁担当者）/0,bullet,True,3,transcript:31,31,0.9154,transcript:33,33,0.8726,transcript:40,40,0.8615,2,9,0.0428,0.0539
